,YEAR,CONF,TEAM NO,TEAM,SEED,ROUND,KADJ O,KADJ D,KADJ EM,BADJ O,BADJ D,BADJ EM,EFG%,EFG%D,FTR,FTRD,TOV%,TOV%D,OREB%,DREB%,OP OREB%,OP DREB%
465,2016,P12,546,Utah,3,32,115.673,97.5601,18.1129,115.2,97.3,17.9,55.2,47.4,38.4,23.4,17.8,15.2,29.0,72.0,28.0,71.0
466,2016,SEC,545,Vanderbilt,11,68,114.458,94.5381,19.9195,114.6,92.8,21.8,53.5,43.1,39.5,34.2,16.8,14.3,27.4,70.6,29.4,72.6
467,2016,A10,544,VCU,10,32,110.984,94.769,16.2152,111.4,93.8,17.6,50.9,49.0,32.3,37.0,16.2,21.9,33.3,72.2,27.8,66.7
468,2016,BE,543,Villanova,2,1,118.299,91.552,26.7471,118.9,90.4,28.5,54.3,46.3,34.3,31.4,16.4,20.4,28.6,71.3,28.7,71.4
469,2016,ACC,542,Virginia,1,8,120.224,91.1288,29.0952,119.5,91.9,27.6,54.4,48.7,32.4,33.7,15.3,19.7,30.6,74.1,25.9,69.4
470,2016,BSky,541,Weber St.,15,64,103.593,100.851,2.74146,102.9,99.6,3.3,54.9,47.2,46.6,28.8,19.7,15.5,26.0,74.8,25.2,74.0
471,2016,B12,540,West Virginia,3,64,116.39,90.4754,25.9146,115.4,90.2,25.2,50.2,48.8,46.1,54.8,19.6,25.5,41.9,72.8,27.2,58.1
472,2016,MVC,539,Wichita St.,11,32,111.743,90.5918,21.1508,111.5,90.3,21.2,49.6,44.5,37.8,45.4,14.8,23.2,31.9,76.4,23.6,68.1
473,2016,B10,538,Wisconsin,7,16,111.769,95.4038,16.3651,110.2,95.6,14.6,49.0,48.5,39.7,34.3,17.0,18.8,33.6,71.8,28.2,66.4
474,2016,BE,537,Xavier,2,32,117.096,95.3858,21.71,117.1,94.5,22.6,51.5,47.9,42.9,34.4,17.5,19.4,35.7,73.7,26.3,64.3
475,2016,Ivy,536,Yale,12,32,109.51,95.6837,13.8265,108.2,95.3,12.9,52.5,46.3,42.1,33.8,20.1,18.2,39.2,76.0,24.0,60.8
476,2015,AE,535,Albany,14,64,106.463,103.431,3.03231,104.7,102.1,2.6,50.1,49.6,39.9,30.4,19.0,20.3,32.5,74.5,25.5,67.5
477,2015,P12,534,Arizona,2,8,118.227,85.9123,32.3143,115.5,86.5,29.0,53.6,44.3,47.1,36.3,16.7,21.1,34.1,77.7,22.3,65.9
478,2015,SEC,533,Arkansas,5,32,114.941,97.964,16.9767,113.3,97.0,16.3,50.2,48.6,37.3,38.5,16.6,22.6,35.6,65.8,34.2,64.4
479,2015,B12,532,Baylor,3,64,117.192,93.7123,23.4796,115.8,92.8,23.0,49.8,45.8,38.8,32.4,19.6,19.6,41.8,68.3,31.7,58.2
480,2015,OVC,531,Belmont,15,64,109.115,107.619,1.49515,107.3,106.5,0.8,56.5,51.3,33.0,27.7,20.3,18.7,29.2,70.5,29.5,70.8
481,2015,MWC,530,Boise St.,11,68,111.769,97.7869,13.9824,109.5,97.1,12.4,53.5,47.4,32.9,31.5,16.1,19.4,27.6,74.1,25.9,72.4
482,2015,MAC,529,Buffalo,12,64,111.344,99.0045,12.339,108.8,97.6,11.2,48.6,48.5,42.3,33.8,16.4,19.8,34.7,69.6,30.4,65.3
483,2015,BE,528,Butler,6,32,110.554,90.9269,19.6267,108.5,89.7,18.8,49.1,46.9,40.5,33.3,17.4,19.3,35.5,75.1,24.9,64.5
484,2015,WCC,527,BYU,11,68,119.356,101.562,17.7947,118.1,100.7,17.4,53.0,49.6,42.3,39.6,16.4,18.0,33.9,71.8,28.2,66.1
485,2015,Amer,526,Cincinnati,8,32,108.353,94.1045,14.2488,106.4,92.5,13.9,50.4,44.5,37.8,25.4,21.3,20.3,37.3,68.3,31.7,62.7
486,2015,BSth,525,Coastal Carolina,16,64,105.424,103.803,1.6211,104.2,102.8,1.4,49.9,47.1,39.6,35.6,17.8,17.0,35.2,72.4,27.6,64.8
487,2015,A10,524,Davidson,10,64,120.481,103.662,16.8188,119.3,102.4,16.9,56.0,49.1,29.0,35.4,14.3,17.3,29.8,69.9,30.1,70.2
488,2015,A10,523,Dayton,11,32,108.983,95.0972,13.8856,106.5,94.8,11.7,52.8,47.3,48.6,31.1,17.8,21.1,24.2,72.0,28.0,75.8
489,2015,ACC,522,Duke,1,1,124.253,94.9453,29.3074,124.6,93.1,31.5,56.9,47.4,40.2,24.9,16.8,18.7,37.4,69.9,30.1,62.6
490,2015,BSky,521,Eastern Washington,13,64,112.165,109.197,2.96737,110.8,107.5,3.3,55.4,52.0,35.6,35.1,15.9,17.7,29.3,69.4,30.6,70.7
491,2015,BE,520,Georgetown,4,32,113.166,93.597,19.5694,111.5,93.2,18.3,50.9,46.6,44.1,43.9,19.2,20.6,34.3,68.7,31.3,65.7
492,2015,SEC,519,Georgia,10,64,109.524,94.1302,15.3937,107.8,93.2,14.6,48.9,44.2,47.8,34.3,19.3,16.8,32.3,71.1,28.9,67.7
493,2015,SB,518,Georgia St.,14,32,110.463,100.687,9.77537,109.1,98.5,10.6,51.9,45.0,38.4,39.4,16.5,22.8,30.5,65.5,34.5,69.5
494,2015,WCC,517,Gonzaga,2,8,121.92,92.9958,28.9239,120.4,92.9,27.5,58.4,43.6,39.1,31.6,16.3,17.6,33.9,71.4,28.6,66.1
495,2015,MEAC,516,Hampton,16,64,96.0398,104.551,-8.51136,94.1,102.9,-8.8,45.8,46.5,43.4,45.9,20.5,20.1,32.8,69.1,30.9,67.2
496,2015,Ivy,515,Harvard,13,64,103.686,94.9442,8.74154,100.9,93.9,7.0,47.3,46.1,39.0,33.1,18.7,19.9,32.3,72.2,27.8,67.7
497,2015,B10,514,Indiana,10,64,119.285,105.478,13.8074,118.9,103.4,15.5,54.6,50.5,32.7,32.1,17.1,16.1,35.3,68.7,31.3,64.7
498,2015,B10,513,Iowa,7,32,113.359,95.1085,18.251,113.1,92.6,20.5,47.8,45.1,39.6,29.2,17.4,19.3,35.8,69.5,30.5,64.2
499,2015,B12,512,Iowa St.,3,64,120.166,97.135,23.031,118.1,96.7,21.4,54.7,47.9,37.4,24.3,15.8,18.5,28.5,70.8,29.2,71.5
500,2015,B12,511,Kansas,2,32,114.271,90.5293,23.7421,113.3,91.0,22.3,49.3,44.4,43.0,33.6,19.1,17.5,34.9,68.2,31.8,65.1
501,2015,SEC,510,Kentucky,1,4,121.27,83.8367,37.4333,119.0,83.5,35.5,51.8,39.7,43.8,31.6,16.4,21.8,40.4,68.4,31.6,59.6
502,2015,Pat,509,Lafayette,16,64,112.691,114.45,-1.75874,110.6,113.7,-3.1,56.3,52.9,31.0,27.6,16.9,16.9,27.6,65.6,34.4,72.4
503,2015,ACC,508,Louisville,4,8,108.601,88.176,20.4245,107.9,86.6,21.3,47.8,43.4,38.8,34.7,17.8,21.8,35.1,69.1,30.9,64.9
504,2015,SEC,507,LSU,9,64,108.743,94.7996,13.9432,107.1,93.7,13.4,50.5,44.6,33.4,30.0,20.5,19.2,34.0,67.0,33.0,66.0
505,2015,MAAC,506,Manhattan,16,68,101.932,101.19,0.742583,100.5,99.6,0.9,49.7,48.0,47.9,51.9,21.0,24.1,31.0,66.3,33.7,69.0
506,2015,B10,505,Maryland,4,32,111.125,94.9328,16.1924,109.9,93.9,16.0,50.9,45.4,44.5,27.9,18.4,17.3,29.2,69.6,30.4,70.8
507,2015,B10,504,Michigan St.,7,4,115.973,95.052,20.9213,114.8,92.6,22.2,53.8,45.7,31.9,37.7,17.9,17.0,34.6,74.0,26.0,65.4
508,2015,SEC,503,Mississippi,11,64,114.568,100.141,14.4267,112.7,99.0,13.7,48.2,46.9,37.5,41.2,16.9,18.9,35.0,68.3,31.7,65.0
509,2015,WAC,502,New Mexico St.,15,64,106.825,99.8197,7.0055,104.4,98.1,6.3,51.0,45.9,44.8,32.5,21.9,20.5,39.5,69.3,30.7,60.5
510,2015,ACC,501,North Carolina,4,16,117.921,94.1249,23.7959,118.4,91.7,26.7,51.4,45.3,34.7,37.6,18.2,17.8,39.9,69.5,30.5,60.1
511,2015,ACC,500,North Carolina St.,8,16,114.001,98.6377,15.3629,113.3,97.3,16.0,49.6,45.5,36.1,34.1,16.2,15.4,34.1,69.5,30.5,65.9
512,2015,Sum,499,North Dakota St.,15,64,102.68,102.079,0.601364,100.5,100.9,-0.4,49.2,47.8,36.2,30.0,15.9,16.6,26.5,76.6,23.4,73.5
513,2015,ASun,498,North Florida,16,68,108.032,105.12,2.91181,105.1,104.7,0.4,53.6,47.9,39.4,33.4,18.0,18.2,28.9,68.0,32.0,71.1
514,2015,CAA,497,Northeastern,14,64,107.892,103.071,4.82045,106.6,100.9,5.7,54.6,49.6,42.2,24.7,21.4,15.6,29.6,74.4,25.6,70.4
515,2015,MVC,496,Northern Iowa,5,32,115.17,94.2192,20.9503,114.0,92.2,21.8,56.2,45.1,40.2,26.7,18.0,19.3,26.9,73.1,26.9,73.1
516,2015,ACC,495,Notre Dame,3,8,124.623,100.552,24.0703,124.4,99.8,24.6,58.6,48.1,37.1,23.3,14.4,17.4,28.1,68.4,31.6,71.9
517,2015,B10,494,Ohio St.,10,32,115.312,94.3058,21.0066,114.2,92.8,21.4,54.5,46.6,34.8,27.4,17.0,22.1,34.1,68.6,31.4,65.9
518,2015,B12,493,Oklahoma,3,16,111.785,87.6854,24.1001,110.0,87.3,22.7,49.4,43.7,32.7,28.9,17.7,20.2,30.9,68.5,31.5,69.1
519,2015,B12,492,Oklahoma St.,9,64,111.825,95.6458,16.1789,109.7,94.8,14.9,50.1,46.0,39.7,42.4,18.6,21.2,26.9,66.9,33.1,73.1
520,2015,P12,491,Oregon,8,32,114.457,101.273,13.1844,112.6,99.5,13.1,52.1,47.8,29.5,35.3,17.0,16.8,30.6,68.3,31.7,69.4
521,2015,BE,490,Providence,6,64,112.954,95.3871,17.5673,111.8,94.0,17.8,48.6,48.1,41.6,38.5,17.9,19.7,35.3,70.5,29.5,64.7
522,2015,B10,489,Purdue,9,64,110.824,96.8436,13.9802,110.1,94.5,15.6,50.7,45.5,42.5,38.5,20.0,17.8,36.2,68.9,31.1,63.8
523,2015,NEC,488,Robert Morris,16,64,102.327,103.869,-1.54229,99.9,102.7,-2.8,50.5,48.4,36.0,37.6,20.5,21.7,31.2,64.2,35.8,68.8
524,2015,MWC,487,San Diego St.,8,32,104.401,88.1829,16.2186,102.5,86.9,15.6,46.7,42.7,36.2,26.7,18.6,21.5,35.9,69.8,30.2,64.1
525,2015,Amer,486,SMU,6,64,113.524,95.4867,18.0372,111.2,94.5,16.7,52.4,45.5,44.1,31.2,19.7,20.0,36.9,70.7,29.3,63.1
526,2015,BE,485,St. John's,9,64,110.125,95.8018,14.3233,109.6,93.8,15.8,49.3,46.1,36.2,32.6,15.7,19.5,27.8,64.6,35.4,72.2
527,2015,Slnd,484,Stephen F. Austin,12,64,114.494,100.484,14.0106,111.6,98.9,12.7,56.2,48.8,42.4,49.0,20.3,24.4,37.7,70.1,29.9,62.3
528,2015,B12,483,Texas,11,64,112.877,92.759,20.1184,110.6,91.4,19.2,49.4,42.2,36.9,34.2,20.0,14.2,38.0,71.0,29.0,62.0
529,2015,SWAC,482,Texas Southern,15,64,103.049,106.918,-3.8688,101.2,106.4,-5.2,49.4,48.9,46.5,32.6,19.9,18.7,34.0,65.8,34.2,66.0
530,2015,CUSA,481,UAB,14,32,104.585,101.758,2.82779,101.8,100.4,1.4,47.8,47.2,37.2,34.1,20.4,19.8,34.0,66.9,33.1,66.0
531,2015,BW,480,UC Irvine,13,64,105.818,98.9592,6.85898,105.0,97.3,7.7,50.7,44.7,31.0,36.1,18.0,17.3,29.8,69.3,30.7,70.2
532,2015,P12,479,UCLA,11,16,112.266,98.1315,14.1346,110.1,96.9,13.2,49.4,48.7,36.3,32.7,17.5,18.5,33.8,71.9,28.1,66.2
533,2015,P12,478,Utah,5,16,116.433,89.5299,26.9035,115.1,88.9,26.2,55.6,42.7,42.8,34.5,17.8,18.3,31.3,71.9,28.1,68.7
534,2015,Horz,477,Valparaiso,13,64,106.629,95.6594,10.9697,105.0,94.3,10.7,51.4,44.9,36.7,32.7,19.1,18.6,35.0,72.4,27.6,65.0
535,2015,A10,476,VCU,7,64,110.62,94.1043,16.5157,109.0,93.9,15.1,48.8,49.3,37.5,37.7,15.7,23.8,31.7,69.2,30.8,68.3
536,2015,BE,475,Villanova,1,32,122.473,91.5163,30.9562,120.7,91.4,29.3,55.3,45.5,42.4,30.3,16.6,21.7,32.7,68.9,31.1,67.3
537,2015,ACC,474,Virginia,2,32,115.318,84.4292,30.8885,113.2,83.3,29.9,51.2,41.7,34.2,27.9,16.1,18.1,34.0,75.7,24.3,66.0
538,2015,B12,473,West Virginia,5,16,113.252,94.4993,18.7531,110.5,92.9,17.6,46.6,52.6,40.4,55.9,18.7,28.2,40.9,68.9,31.1,59.1
539,2015,MVC,472,Wichita St.,7,16,114.962,93.3065,21.6555,114.1,91.7,22.4,50.7,45.2,35.4,36.8,15.2,21.6,34.8,73.0,27.0,65.2
540,2015,B10,471,Wisconsin,1,2,126.815,93.2904,33.5251,126.4,92.1,34.3,54.6,46.7,35.6,21.1,12.4,16.7,31.9,76.3,23.7,68.1
541,2015,SC,470,Wofford,12,64,104.909,98.5115,6.39782,102.5,97.2,5.3,51.6,46.9,38.0,36.5,17.3,20.1,29.3,72.3,27.7,70.7
542,2015,MWC,469,Wyoming,12,64,104.478,98.0741,6.40364,102.7,97.6,5.1,52.1,46.7,41.0,26.7,18.7,18.1,22.1,73.1,26.9,77.9
543,2015,BE,468,Xavier,6,16,115.283,96.6313,18.6517,115.0,96.2,18.8,53.0,50.2,38.1,34.4,18.0,19.2,31.3,72.9,27.1,68.7
544,2014,AE,467,Albany,16,64,102.179,103.893,-1.71363,102.2,104.1,-1.9,48.7,48.2,42.5,29.2,19.8,18.7,32.4,70.8,29.2,67.6
545,2014,Pat,466,American,15,64,103.925,98.0491,5.87548,103.5,98.5,5.0,56.3,45.9,34.9,41.2,22.9,19.9,27.0,70.1,29.9,73.0
546,2014,P12,465,Arizona,1,8,115.193,84.7964,30.3964,115.0,86.7,28.3,51.6,42.2,41.7,34.5,16.0,19.0,37.2,74.0,26.0,62.8
547,2014,P12,464,Arizona St.,10,64,110.175,94.7808,15.3941,109.9,95.5,14.4,52.3,46.0,42.0,37.0,16.3,17.1,24.2,69.9,30.1,75.8
548,2014,B12,463,Baylor,6,16,118.684,100.799,17.8854,118.1,101.1,17.0,51.4,48.6,43.7,32.7,18.2,15.9,41.1,67.1,32.9,58.9
549,2014,WCC,462,BYU,10,64,114.713,99.9591,14.7544,114.2,100.4,13.8,51.0,49.0,47.6,36.0,15.3,16.7,35.0,71.4,28.6,65.0
550,2014,BW,461,Cal Poly,16,64,103.247,103.846,-0.59937,103.0,104.1,-1.1,46.3,49.1,33.0,42.9,14.8,17.9,30.8,67.0,33.0,69.2
551,2014,Amer,460,Cincinnati,5,64,109.197,90.1186,19.0788,108.6,91.1,17.5,47.9,44.6,39.1,35.3,17.4,22.5,39.1,67.7,32.3,60.9
552,2014,BSth,459,Coastal Carolina,16,64,97.0064,102.979,-5.97261,97.3,102.5,-5.2,47.9,47.2,38.9,39.1,20.4,18.5,34.8,70.1,29.9,65.2
553,2014,P12,458,Colorado,8,64,107.9,95.4275,12.4727,108.0,95.7,12.3,48.5,49.3,48.4,30.6,19.4,18.1,34.3,74.0,26.0,65.7
554,2014,Amer,457,Connecticut,7,1,111.355,92.2385,19.1162,111.6,92.8,18.8,51.4,43.9,38.6,35.5,17.6,19.5,31.2,66.6,33.4,68.8
555,2014,BE,456,Creighton,3,32,125.701,100.913,24.7882,126.5,100.4,26.1,59.3,48.0,34.3,32.9,15.2,15.1,28.1,72.2,27.8,71.9
556,2014,A10,455,Dayton,11,8,113.694,100.71,12.9838,113.2,100.6,12.6,52.6,49.4,41.3,43.2,18.1,19.1,34.9,71.4,28.6,65.1
557,2014,CAA,454,Delaware,13,64,111.299,105.513,5.78601,110.9,105.9,5.0,50.6,49.1,43.2,37.8,13.5,16.7,29.5,67.3,32.7,70.5
558,2014,ACC,453,Duke,3,64,124.75,99.4399,25.3098,126.1,97.8,28.3,54.0,49.0,39.3,40.2,14.4,18.7,35.1,68.3,31.7,64.9
559,2014,OVC,452,Eastern Kentucky,15,64,111.315,108.295,3.01993,111.0,107.7,3.3,57.0,55.5,43.7,55.3,16.0,24.2,23.0,66.6,33.4,77.0
560,2014,SEC,451,Florida,1,4,116.216,88.4056,27.8106,115.9,88.8,27.1,52.7,45.1,43.4,32.6,17.8,21.9,35.6,71.2,28.8,64.4
561,2014,A10,450,George Washington,9,64,110.212,95.9821,14.2297,110.1,96.2,13.9,51.6,47.0,46.7,33.5,19.0,19.6,34.8,69.0,31.0,65.2
562,2014,WCC,449,Gonzaga,8,32,113.594,92.9558,20.6386,114.6,93.9,20.7,55.4,44.4,40.6,38.3,16.9,17.8,30.7,70.5,29.5,69.3
563,2014,Ivy,448,Harvard,12,32,112.027,94.7095,17.3178,111.4,95.1,16.3,52.3,46.1,47.7,36.5,17.6,21.4,32.6,71.1,28.9,67.4
564,2014,B10,447,Iowa,11,68,120.152,99.1218,21.0299,120.8,97.9,22.9,51.3,47.3,45.8,34.8,16.1,19.0,38.1,71.1,28.9,61.9
565,2014,B12,446,Iowa St.,3,16,116.764,95.8121,20.9515,116.6,96.8,19.8,53.8,47.1,37.2,31.1,14.4,16.2,28.1,71.7,28.3,71.9
566,2014,B12,445,Kansas,2,32,119.974,94.5731,25.4011,120.2,95.5,24.7,54.5,47.1,48.9,45.8,19.0,16.3,37.1,70.9,29.1,62.9
567,2014,B12,444,Kansas St.,9,64,108.305,93.9099,14.3949,108.1,93.0,15.1,49.0,45.4,40.8,45.5,18.5,18.8,35.0,67.0,33.0,65.0
568,2014,SEC,443,Kentucky,8,2,116.202,95.0512,21.1505,115.9,95.7,20.2,49.7,45.0,53.8,37.8,18.1,16.3,42.2,70.1,29.9,57.8
569,2014,SB,442,Louisiana Lafayette,14,64,109.939,104.85,5.08877,110.9,104.9,6.0,51.9,50.1,44.9,44.1,19.1,18.7,36.7,67.9,32.1,63.3
570,2014,Amer,441,Louisville,4,16,119.102,88.5345,30.5677,119.2,88.2,31.0,54.0,43.8,40.4,38.2,14.9,25.2,37.3,67.1,32.9,62.7
571,2014,MAAC,440,Manhattan,13,64,106.544,96.9886,9.55527,106.4,97.4,9.0,50.8,45.6,55.9,52.5,19.7,21.8,34.8,66.9,33.1,65.2
572,2014,A10,439,Massachusetts,6,64,109.841,95.6537,14.1875,109.7,96.1,13.6,50.6,46.4,40.0,36.7,18.8,18.8,34.3,68.4,31.6,65.7
573,2014,Amer,438,Memphis,8,32,111.252,96.3212,14.9304,112.4,96.3,16.1,52.0,48.1,39.9,33.7,18.8,20.6,36.1,66.8,33.2,63.9
574,2014,ASun,437,Mercer,14,32,108.78,101.313,7.46633,108.4,101.0,7.4,53.9,46.5,37.3,41.6,17.8,19.2,32.6,69.9,30.1,67.4
575,2014,B10,436,Michigan,2,8,122.369,99.5935,22.7757,123.0,99.7,23.3,55.5,49.6,35.9,27.6,14.8,17.3,28.9,71.1,28.9,71.1
576,2014,B10,435,Michigan St.,4,8,118.203,94.4143,23.7886,118.4,94.8,23.6,54.5,46.2,33.5,39.1,17.1,18.3,33.5,72.3,27.7,66.5
577,2014,Horz,434,Milwaukee,15,64,104.63,104.266,0.3633,104.5,104.5,0.0,49.6,49.2,45.5,36.9,20.0,18.5,28.6,68.9,31.1,71.4
578,2014,NEC,433,Mount St. Mary's,16,68,107.491,111.241,-3.75021,107.5,111.7,-4.2,51.7,53.4,37.3,34.4,17.0,18.8,28.3,66.9,33.1,71.7
579,2014,B10,432,Nebraska,11,64,108.82,95.6836,13.1363,108.6,96.0,12.6,48.3,47.7,42.8,43.1,16.7,19.0,26.1,71.1,28.9,73.9
580,2014,MWC,431,New Mexico,7,64,113.782,96.2346,17.5475,113.8,97.1,16.7,51.4,44.9,47.0,31.2,15.9,14.9,32.8,71.4,28.6,67.2
581,2014,WAC,430,New Mexico St.,13,64,112.746,102.113,10.6331,112.1,102.1,10.0,53.5,44.4,54.8,33.7,18.8,16.1,37.9,66.8,33.2,62.1
582,2014,ACC,429,North Carolina,6,32,111.545,93.1571,18.3881,111.7,93.9,17.8,49.8,46.5,44.6,41.8,17.1,19.4,37.8,68.7,31.3,62.2
583,2014,MEAC,428,North Carolina Central,14,64,107.276,98.9836,8.29208,106.2,99.3,6.9,50.2,43.4,50.8,45.3,17.4,24.0,35.4,67.2,32.8,64.6
584,2014,ACC,427,North Carolina St.,12,64,113.205,102.658,10.5467,113.2,101.6,11.6,49.8,47.4,36.4,43.1,15.9,17.5,34.7,63.8,36.2,65.3
585,2014,Sum,426,North Dakota St.,12,32,116.004,103.42,12.5832,114.8,104.9,9.9,55.0,50.1,41.7,40.5,15.5,17.4,31.4,72.6,27.4,68.6
586,2014,B10,425,Ohio St.,6,64,109.354,87.6797,21.6743,109.3,88.4,20.9,50.3,45.2,42.8,29.7,17.1,22.0,30.0,70.0,30.0,70.0
587,2014,B12,424,Oklahoma,5,64,117.886,99.4806,18.4058,118.4,99.8,18.6,52.0,49.5,40.0,38.4,15.8,17.7,32.3,69.4,30.6,67.7
588,2014,B12,423,Oklahoma St.,9,64,115.772,94.2393,21.5328,116.4,94.5,21.9,52.8,46.0,49.4,40.0,14.7,20.0,27.7,67.8,32.2,72.3
589,2014,P12,422,Oregon,7,32,118.258,99.4749,18.783,117.3,100.6,16.7,53.4,49.3,42.9,48.0,16.3,19.3,32.8,68.2,31.8,67.2
590,2014,ACC,421,Pittsburgh,9,32,116.412,94.8924,21.5198,117.1,94.4,22.7,50.9,46.8,46.0,37.0,16.5,19.2,37.7,71.2,28.8,62.3
591,2014,BE,420,Providence,11,64,114.031,99.2945,14.7367,113.2,99.5,13.7,48.1,48.9,41.9,34.3,17.3,16.4,35.4,70.0,30.0,64.6
592,2014,A10,419,Saint Joseph's,10,64,111.261,98.2332,13.0273,112.9,97.8,15.1,53.9,47.6,43.4,30.6,18.7,15.4,29.5,72.4,27.6,70.5
593,2014,A10,418,Saint Louis,5,32,105.599,89.8073,15.792,105.4,90.0,15.4,49.7,44.0,40.6,34.3,18.6,21.0,29.2,70.9,29.1,70.8
594,2014,MWC,417,San Diego St.,4,16,109.055,89.2312,19.8236,108.4,90.6,17.8,46.8,44.4,44.9,31.8,15.3,21.1,36.1,70.5,29.5,63.9
595,2014,P12,416,Stanford,10,16,113.435,97.4392,15.9959,112.5,97.8,14.7,51.9,48.3,44.6,37.0,16.8,17.0,29.5,72.0,28.0,70.5
596,2014,Slnd,415,Stephen F. Austin,12,32,111.44,100.651,10.7884,110.8,100.6,10.2,52.4,50.2,40.1,52.5,16.8,24.4,38.5,70.7,29.3,61.5
597,2014,ACC,414,Syracuse,3,32,114.707,93.2029,21.5042,115.3,93.5,21.8,48.2,48.3,38.8,36.5,14.6,21.9,38.1,68.3,31.7,61.9
598,2014,SEC,413,Tennessee,11,16,115.185,93.4414,21.7438,116.2,93.6,22.6,49.3,45.9,41.3,33.1,17.2,17.2,39.7,72.4,27.6,60.3
599,2014,B12,412,Texas,7,32,110.262,95.2735,14.9889,110.8,95.1,15.7,47.4,46.0,43.8,40.5,17.7,16.6,39.4,70.0,30.0,60.6
600,2014,SWAC,411,Texas Southern,16,68,106.018,112.768,-6.75033,106.6,112.8,-6.2,51.6,49.9,49.5,29.4,19.2,15.8,33.5,68.9,31.1,66.5
601,2014,CUSA,410,Tulsa,13,64,105.972,96.6323,9.33939,106.1,97.3,8.8,49.3,46.3,47.8,48.3,16.5,20.4,30.1,70.6,29.4,69.9
602,2014,P12,409,UCLA,4,16,118.14,95.8826,22.2575,118.5,96.9,21.6,54.4,50.1,39.0,36.4,14.9,20.5,30.2,71.7,28.3,69.8
603,2014,A10,408,VCU,5,64,108.679,88.4655,20.2135,107.8,89.8,18.0,47.8,47.5,35.7,39.5,17.2,25.6,35.1,69.3,30.7,64.9
604,2014,BE,407,Villanova,2,32,117.154,91.8909,25.2627,116.1,92.8,23.3,54.0,46.6,45.0,38.7,17.2,20.2,33.1,71.1,28.9,66.9
605,2014,ACC,406,Virginia,1,16,113.85,87.4218,26.4285,113.2,88.4,24.8,50.6,43.9,42.4,32.3,16.8,18.8,34.8,73.6,26.4,65.2
606,2014,BSky,405,Weber St.,16,64,106.025,106.516,-0.49027,105.2,106.6,-1.4,54.8,47.4,50.0,35.1,19.1,13.6,28.0,71.3,28.7,72.0
607,2014,MAC,404,Western Michigan,14,64,106.443,102.024,4.41973,105.0,102.1,2.9,52.4,47.3,51.7,34.9,20.9,18.5,31.4,68.4,31.6,68.6
608,2014,MVC,403,Wichita St.,1,32,117.117,91.937,25.1804,115.5,93.5,22.0,52.0,44.8,47.3,35.6,16.2,18.5,35.4,74.1,25.9,64.6
609,2014,B10,402,Wisconsin,2,4,120.678,96.8522,23.8262,121.9,96.6,25.3,53.1,47.5,44.1,25.9,12.6,15.6,27.9,72.3,27.7,72.1
610,2014,SC,401,Wofford,15,64,100.924,102.947,-2.02301,100.1,103.2,-3.1,49.2,49.3,33.9,40.0,16.4,19.7,31.2,70.9,29.1,68.8
611,2014,BE,400,Xavier,12,68,113.691,98.6757,15.0151,112.6,99.1,13.5,51.9,49.1,42.0,39.8,18.7,17.0,34.1,71.2,28.8,65.9
612,2013,MAC,399,Akron,12,64,107.801,94.0583,13.7427,105.4,93.8,11.6,51.4,44.0,36.8,35.5,20.4,20.5,37.8,69.8,30.2,62.2
613,2013,AE,398,Albany,15,64,102.346,101.191,1.15535,101.1,99.6,1.5,49.8,47.9,40.3,27.4,21.2,19.9,31.7,71.7,28.3,68.3
614,2013,P12,397,Arizona,6,16,114.263,93.7326,20.5305,113.0,92.4,20.6,51.9,47.0,37.4,32.1,19.5,20.5,35.4,72.8,27.2,64.6
615,2013,OVC,396,Belmont,11,64,111.598,95.8476,15.7507,108.9,94.9,14.0,56.8,47.4,32.4,36.9,19.8,25.0,30.4,66.1,33.9,69.6
616,2013,MWC,395,Boise St.,13,68,113.2,98.0999,15.1001,111.4,97.1,14.3,51.6,50.6,33.7,42.8,18.4,20.1,30.1,75.4,24.6,69.9
617,2013,Pat,394,Bucknell,11,64,107.882,94.4384,13.4434,105.6,93.2,12.4,49.9,42.6,36.6,28.7,15.1,14.3,29.6,75.8,24.2,70.4
618,2013,A10,393,Butler,6,32,110.071,95.2626,14.8086,109.4,93.7,15.7,51.0,46.9,38.1,36.5,20.5,17.3,36.2,74.0,26.0,63.8
619,2013,P12,392,California,12,32,107.434,94.7044,12.7298,105.6,93.7,11.9,48.2,44.5,31.3,30.7,18.8,16.6,32.8,69.4,30.6,67.2
620,2013,BE,391,Cincinnati,10,64,105.794,90.2087,15.5856,105.1,88.1,17.0,46.2,43.1,36.2,32.1,19.5,20.1,38.8,70.1,29.9,61.2
621,2013,P12,390,Colorado,10,64,107.269,92.4737,14.7956,105.8,91.0,14.8,48.6,46.1,41.4,24.7,19.9,19.4,33.9,69.5,30.5,66.1
622,2013,MWC,389,Colorado St.,8,32,118.136,97.9562,20.1795,115.5,97.4,18.1,48.9,48.2,43.3,36.6,16.7,16.9,41.8,76.7,23.3,58.2
623,2013,MVC,388,Creighton,7,32,119.389,97.1644,22.2247,118.0,95.5,22.5,59.1,45.9,33.6,25.8,18.8,16.2,29.2,73.0,27.0,70.8
624,2013,SC,387,Davidson,14,64,112.441,101.27,11.1711,110.8,99.5,11.3,53.3,45.5,38.7,36.5,17.0,18.9,29.2,72.1,27.9,70.8
